address,origin,subsystem,disposition,confidence,evidence_id
0x00459135,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004591FC,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459368,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045940A,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045952C,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459776,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004597FE,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045980E,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045989C,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004598DE,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459946,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459969,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459972,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045998A,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459BB3,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459C27,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459CAE,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459CD2,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459E8E,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459F15,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459F39,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00459F7D,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045A10E,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045A16E,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045A1B0,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045A245,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045A25D,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
